sampleId,buildingType,numFloors,floorHeight,numBeams,numColumns,beamSection,columnSection,concreteStrength,steelGrade,steelGradeName,seismicZone,windLoad,liveLoad,deadLoad,maxDeflection,maxStress,stabilityIndex,seismicResistance
5706,residential,5,3.3,40,16,32,40,80,460,S460,Zone 3,0.96,2.5,4.91,1265.85,39.18,100.0,72.73
5707,residential,10,2.7,112,49,50,60,90,235,S235,Zone 0,0.71,2.29,3.26,912.36,6.61,100.0,100.0
5708,office,4,3.5,60,25,36,60,40,460,S460,Zone 1,0.6,3.59,5.13,63.53,29.67,100.0,88.61
5709,residential,8,3.0,112,49,28,30,70,275,S275,Zone 4,1.09,1.53,4.33,12830.52,40.58,100.0,68.29
5710,residential,3,3.0,24,9,10,18,60,355,S355,Zone 2,0.94,2.33,3.75,2472.26,1061.37,43.33,80.8
5711,industrial,2,5.0,40,16,10,20,70,235,S235,Zone 1,0.63,8.88,7.43,1324.33,2873.99,41.7,89.49
5712,office,25,3.5,220,100,30,36,60,235,S235,Zone 1,0.86,2.63,4.46,1866290.07,39.79,100.0,94.18
5713,office,4,4.5,60,25,28,45,25,275,S275,Zone 2,0.92,2.92,5.48,1402.88,61.28,100.0,75.55
5714,industrial,3,4.5,24,9,22,40,60,460,S460,Zone 4,1.35,6.62,9.29,1074.39,224.73,62.68,52.52
5715,office,5,3.5,40,16,40,50,40,420,S420,Zone 4,0.45,3.15,4.8,465.57,18.63,100.0,57.68
5716,commercial,1,4.0,24,9,10,20,35,275,S275,Zone 2,1.16,4.34,6.06,581.5,1761.89,45.83,73.99
5717,office,5,4.5,84,36,24,28,30,275,S275,Zone 0,1.0,3.86,5.12,20769.1,114.51,85.05,89.81
5718,commercial,2,3.5,40,16,20,30,80,235,S235,Zone 1,0.42,4.59,6.43,46.47,212.85,79.65,90.62
5719,office,10,4.5,112,49,50,50,20,275,S275,Zone 2,1.42,3.19,4.37,94527.16,9.85,100.0,80.86
5720,residential,2,3.3,40,16,18,40,25,420,S420,Zone 1,0.4,2.37,4.16,38.24,167.4,95.71,83.76
5721,residential,5,2.7,60,25,32,32,50,275,S275,Zone 4,0.61,2.09,4.38,606.84,30.93,100.0,48.71
5722,residential,12,3.3,220,100,45,45,30,355,S355,Zone 2,0.83,1.58,4.86,20442.46,12.38,100.0,84.46
5723,residential,2,3.0,24,9,18,20,90,460,S460,Zone 1,0.64,1.9,3.1,119.75,134.79,81.28,96.05
5724,commercial,3,3.5,40,16,12,40,20,235,S235,Zone 0,0.57,4.34,5.81,344.32,976.5,46.09,86.25
5725,office,10,4.5,144,64,55,60,90,235,S235,Zone 2,1.01,3.92,4.68,13841.81,8.88,100.0,92.61
5726,office,8,4.5,112,49,24,36,90,460,S460,Zone 4,1.44,3.42,4.09,52745.59,89.48,100.0,81.29
5727,office,8,3.5,84,36,24,50,40,275,S275,Zone 2,0.55,3.13,5.73,2943.5,97.24,89.77,82.57
5728,commercial,6,4.5,60,25,22,24,80,460,S460,Zone 2,0.58,4.07,6.21,47014.42,171.44,75.56,94.49
5729,industrial,2,5.0,40,16,10,28,90,275,S275,Zone 1,1.08,6.86,9.55,1026.9,2763.96,42.59,91.59
5730,residential,4,3.3,24,9,40,50,45,355,S355,Zone 1,0.99,1.62,3.65,373.55,12.84,100.0,86.82
5731,office,20,4.0,220,100,50,50,90,420,S420,Zone 1,0.61,3.79,5.55,207473.31,12.95,100.0,100.0
5732,residential,6,3.0,84,36,22,32,80,275,S275,Zone 0,0.9,1.53,3.16,2561.34,73.01,100.0,100.0
5733,industrial,1,4.5,24,9,18,60,40,460,S460,Zone 0,0.44,9.43,6.4,82.55,397.53,99.44,97.23
5734,commercial,2,4.0,40,16,18,40,30,235,S235,Zone 1,0.38,4.7,6.59,70.26,305.0,70.97,80.43
5735,industrial,2,5.0,40,16,10,20,50,420,S420,Zone 1,0.74,8.15,9.16,1772.85,3030.74,41.34,89.42
5736,residential,6,2.7,84,36,26,26,60,355,S355,Zone 3,0.99,1.87,4.16,3841.47,57.56,100.0,67.81
5737,residential,3,3.0,24,9,12,36,70,275,S275,Zone 2,0.45,1.75,3.62,153.36,531.32,53.82,81.1
5738,residential,4,2.7,60,25,26,50,40,235,S235,Zone 1,0.7,1.7,4.25,46.35,52.27,100.0,82.7
5739,office,8,4.0,112,49,24,32,80,235,S235,Zone 1,1.32,3.06,4.39,50946.07,86.22,100.0,95.23
5740,residential,5,3.0,84,36,22,26,50,355,S355,Zone 2,0.89,2.21,4.43,2885.43,96.36,90.09,80.61
5741,office,5,4.0,40,16,24,50,80,420,S420,Zone 3,1.01,3.76,4.97,1331.3,93.61,100.0,76.43
5742,office,6,3.5,60,25,30,32,20,420,S420,Zone 0,1.4,3.61,5.32,21603.7,54.1,99.48,91.17
5743,office,20,4.5,220,100,36,60,70,275,S275,Zone 0,1.81,3.99,5.54,542620.15,32.72,100.0,99.81
5744,residential,8,2.7,112,49,36,60,35,420,S420,Zone 2,1.17,1.83,3.63,670.97,20.51,100.0,82.75
5745,residential,5,2.7,84,36,40,45,20,235,S235,Zone 3,0.6,2.17,3.45,175.17,13.61,100.0,54.8
5746,residential,10,3.3,180,81,45,60,25,420,S420,Zone 1,1.08,2.25,4.09,4918.93,10.86,100.0,88.11
5747,office,15,3.5,220,100,36,45,30,355,S355,Zone 1,1.63,3.07,4.61,190549.76,24.53,100.0,88.91
5748,office,12,4.5,180,81,50,50,70,235,S235,Zone 3,1.91,3.05,5.45,126727.33,11.7,100.0,86.02
5749,residential,3,3.3,40,16,22,26,50,355,S355,Zone 2,0.49,1.85,3.32,347.45,78.97,100.0,78.76
5750,office,5,4.0,40,16,30,30,35,355,S355,Zone 2,0.75,3.76,4.69,12304.92,51.08,100.0,80.54
5751,residential,4,3.0,40,16,24,50,70,235,S235,Zone 0,0.79,1.93,4.14,84.47,68.55,100.0,98.75
5752,commercial,3,4.5,24,9,22,22,25,420,S420,Zone 1,1.11,4.56,6.56,15171.76,171.05,65.62,83.99
5753,office,12,4.0,180,81,30,45,45,235,S235,Zone 2,0.68,3.7,4.58,40630.46,49.05,100.0,85.99
5754,office,8,3.5,84,36,28,40,45,235,S235,Zone 0,0.96,3.2,5.74,11325.99,66.03,100.0,92.5
5755,industrial,1,6.0,24,9,16,36,35,275,S275,Zone 0,0.54,7.41,7.56,144.31,637.79,65.2,91.06
5756,commercial,3,3.5,40,16,22,26,40,420,S420,Zone 2,1.07,4.04,5.09,1216.02,138.53,74.44,78.14
5757,residential,2,3.0,24,9,12,50,50,275,S275,Zone 2,0.36,1.52,4.17,149.27,573.79,96.0,77.04
5758,office,10,3.5,180,81,36,45,90,420,S420,Zone 4,0.8,2.68,5.56,7332.85,27.4,100.0,79.95
5759,office,6,3.5,84,36,36,60,25,275,S275,Zone 1,1.31,3.83,4.65,1006.8,29.9,100.0,82.77
5760,office,10,4.5,112,49,36,36,20,420,S420,Zone 3,0.61,3.64,4.68,144333.06,30.03,100.0,77.69
5761,office,10,3.5,144,64,50,50,35,420,S420,Zone 4,0.78,2.8,4.02,8803.9,9.6,100.0,72.33
5762,office,5,4.0,60,25,28,32,30,235,S235,Zone 0,0.54,3.01,5.05,4844.8,64.63,100.0,88.75
5763,office,15,4.0,220,100,60,60,25,460,S460,Zone 2,1.59,2.54,5.83,120132.14,6.66,100.0,87.92
5764,residential,2,2.7,40,16,14,16,45,460,S460,Zone 0,0.45,2.32,3.37,142.36,336.05,52.82,98.48
5765,office,8,3.5,84,36,22,36,80,235,S235,Zone 0,1.45,3.04,4.94,19656.27,122.58,87.15,100.0
5766,commercial,5,4.0,84,36,30,30,70,460,S460,Zone 1,0.93,4.38,5.19,5615.05,53.53,100.0,97.62
5767,residential,4,2.7,40,16,32,60,60,460,S460,Zone 2,0.61,2.13,4.12,22.52,30.02,100.0,83.07
5768,commercial,1,3.5,24,9,18,22,45,355,S355,Zone 2,0.64,4.49,6.65,59.9,313.46,75.63,77.75
5769,office,8,4.5,60,25,30,30,30,235,S235,Zone 3,0.6,3.27,4.91,127866.79,45.48,100.0,73.24
5770,commercial,3,4.0,24,9,18,20,20,275,S275,Zone 4,1.09,4.62,5.01,14765.73,262.37,53.29,43.66
5771,commercial,3,3.5,40,16,10,28,30,420,S420,Zone 3,1.14,4.44,5.26,1276.71,1603.28,42.05,58.54
5772,office,10,4.5,112,49,32,45,70,275,S275,Zone 2,1.37,3.64,5.34,82846.47,45.9,100.0,92.44
5773,residential,6,3.0,40,16,22,30,40,275,S275,Zone 1,0.31,2.38,4.0,2691.21,88.8,89.89,85.53
5774,residential,2,3.3,24,9,10,14,60,420,S420,Zone 0,0.55,1.65,3.36,911.6,822.07,44.32,100.0
5775,commercial,1,3.5,24,9,22,60,70,275,S275,Zone 1,0.98,4.87,5.32,27.25,152.88,100.0,90.46
5776,industrial,3,5.0,40,16,14,45,90,275,S275,Zone 2,0.95,7.53,9.72,463.43,1001.52,46.29,84.04
5777,residential,12,3.0,220,100,36,50,90,275,S275,Zone 4,0.42,1.89,3.77,2579.2,21.51,100.0,77.51
5778,office,15,4.0,220,100,45,50,90,355,S355,Zone 0,1.55,2.64,4.79,120166.98,12.02,100.0,100.0
5779,residential,3,2.7,24,9,24,36,45,275,S275,Zone 2,0.51,2.43,3.61,57.58,73.49,100.0,76.02
5780,commercial,2,4.5,24,9,14,32,60,420,S420,Zone 1,0.44,4.35,6.29,189.12,618.42,50.04,91.69
5781,industrial,2,6.0,40,16,14,26,30,420,S420,Zone 4,1.28,6.55,6.05,3169.77,708.6,44.44,46.84
5782,residential,4,2.7,60,25,22,40,70,235,S235,Zone 4,0.89,2.38,4.34,106.4,99.59,99.24,49.38
5783,office,10,3.5,112,49,60,60,60,460,S460,Zone 1,0.58,2.96,4.5,3430.79,5.21,100.0,97.67
5784,office,8,3.5,112,49,36,50,90,460,S460,Zone 3,0.99,2.71,5.46,3123.88,30.97,100.0,83.62
5785,residential,6,3.0,60,25,30,60,25,235,S235,Zone 1,0.57,2.05,4.21,279.75,36.61,100.0,81.07
5786,office,4,3.5,24,9,26,36,80,275,S275,Zone 1,0.43,3.35,4.92,519.87,70.02,100.0,92.1
5787,office,4,4.0,60,25,26,45,20,275,S275,Zone 2,0.7,3.48,5.65,714.6,88.34,96.94,73.3
5788,office,8,4.5,60,25,40,45,60,420,S420,Zone 0,1.07,2.86,5.36,38137.7,19.69,100.0,100.0
5789,office,6,4.0,60,25,24,32,35,460,S460,Zone 0,0.75,2.64,5.38,16958.77,89.25,92.97,95.98
5790,residential,5,3.0,84,36,26,26,20,235,S235,Zone 4,0.66,1.59,4.39,3070.72,54.17,99.65,47.5
5791,office,6,4.0,60,25,22,30,20,355,S355,Zone 1,0.83,3.79,4.08,33175.76,119.49,75.17,84.14
5792,office,5,4.5,40,16,24,24,25,235,S235,Zone 1,1.48,3.0,5.05,115925.5,103.05,88.94,82.06
5793,office,10,4.0,144,64,55,60,70,420,S420,Zone 2,0.59,2.59,4.78,5086.82,7.82,100.0,95.3
5794,office,8,3.5,112,49,30,30,60,460,S460,Zone 2,0.55,2.7,4.37,17115.44,38.94,100.0,91.45
5795,commercial,1,4.5,24,9,16,60,30,460,S460,Zone 4,0.37,4.65,6.37,96.37,466.68,97.81,47.37
5796,commercial,4,3.5,24,9,26,28,60,275,S275,Zone 4,0.72,4.35,5.78,3233.81,87.94,100.0,51.27
5797,residential,5,3.3,84,36,32,50,70,275,S275,Zone 0,0.78,2.11,4.66,230.37,30.37,100.0,99.81
5798,residential,10,3.0,144,64,32,45,60,235,S235,Zone 1,1.18,2.43,3.52,7968.73,26.63,100.0,91.43
5799,residential,5,3.3,40,16,28,36,35,275,S275,Zone 0,0.5,1.73,3.32,1531.0,38.03,100.0,91.06
5800,commercial,3,3.5,24,9,10,26,50,460,S460,Zone 2,0.53,4.18,5.39,998.56,1689.17,42.52,81.03
5801,commercial,6,4.5,60,25,26,36,90,460,S460,Zone 2,0.67,4.84,6.57,10315.99,95.36,100.0,94.49
5802,residential,5,3.0,84,36,26,32,50,460,S460,Zone 1,0.34,1.61,3.56,449.37,50.93,100.0,91.33
5803,commercial,1,4.0,24,9,22,45,25,355,S355,Zone 3,0.41,4.44,6.92,29.72,183.52,100.0,56.68
5804,residential,6,3.0,40,16,40,50,60,355,S355,Zone 2,1.06,1.59,4.39,1015.75,14.26,100.0,84.83
5805,residential,3,3.0,40,16,22,22,70,420,S420,Zone 1,0.35,2.16,3.28,268.81,75.71,100.0,93.95
5806,residential,6,3.3,84,36,22,32,50,460,S460,Zone 4,0.43,2.41,4.08,2418.33,97.5,90.94,63.35
5807,commercial,1,3.5,24,9,22,28,70,460,S460,Zone 3,0.53,4.35,5.08,22.3,146.55,100.0,65.46
5808,commercial,5,4.5,40,16,22,60,25,235,S235,Zone 2,1.46,4.43,5.53,2994.77,142.52,69.23,76.62
5809,commercial,4,4.5,24,9,26,50,25,420,S420,Zone 3,0.43,4.96,5.86,875.99,93.82,91.53,65.26
5810,commercial,4,4.0,24,9,36,60,20,460,S460,Zone 2,0.61,4.49,5.44,380.76,36.37,100.0,77.43
5811,office,6,4.5,84,36,30,36,25,275,S275,Zone 1,0.66,3.04,4.63,13488.77,42.78,100.0,83.76
5812,industrial,1,6.0,24,9,12,22,50,460,S460,Zone 2,0.5,7.95,6.66,397.95,1398.85,45.85,81.03
5813,office,10,4.5,180,81,45,50,70,235,S235,Zone 1,0.61,3.7,5.14,15248.68,14.82,100.0,95.1
5814,office,8,4.5,84,36,24,24,25,275,S275,Zone 3,1.17,2.84,4.21,540247.24,81.18,96.66,73.09
5815,commercial,1,3.5,24,9,18,50,35,275,S275,Zone 1,0.63,4.87,5.16,52.64,283.46,100.0,82.53
5816,office,6,4.5,40,16,32,60,70,420,S420,Zone 0,0.47,2.52,4.91,1595.69,33.77,100.0,100.0
5817,residential,4,3.0,24,9,26,40,40,420,S420,Zone 0,0.83,1.85,4.31,459.23,51.29,100.0,96.17
5818,industrial,1,5.0,24,9,10,40,25,235,S235,Zone 4,0.95,6.81,9.25,924.27,2579.62,70.14,43.75
5819,industrial,2,6.0,40,16,10,60,35,355,S355,Zone 3,0.74,8.25,9.99,1105.39,3129.59,51.29,58.24
5820,office,6,3.5,40,16,30,45,80,235,S235,Zone 3,0.55,2.63,4.87,1437.25,42.15,100.0,73.82
5821,residential,6,2.7,60,25,24,50,30,460,S460,Zone 1,0.42,1.62,3.0,243.9,57.76,100.0,87.2
5822,office,5,3.5,60,25,30,45,45,235,S235,Zone 0,1.2,3.55,4.21,1160.84,45.55,100.0,92.5
5823,residential,8,3.3,60,25,22,28,30,460,S460,Zone 3,0.47,2.17,3.1,27625.18,81.69,95.5,73.84
5824,industrial,2,5.0,24,9,18,32,25,420,S420,Zone 1,0.6,9.98,8.36,453.13,533.64,48.32,83.76
5825,residential,2,3.0,24,9,20,50,45,355,S355,Zone 0,0.82,2.35,3.09,19.88,112.24,100.0,95.69
5826,office,12,4.5,144,64,50,60,50,235,S235,Zone 3,0.95,3.54,5.07,41712.42,11.55,100.0,81.66
5827,residential,4,3.3,40,16,32,32,80,460,S460,Zone 4,0.33,2.25,3.21,356.23,27.79,100.0,53.57
5828,industrial,1,4.5,24,9,18,24,40,355,S355,Zone 2,1.19,7.64,8.71,102.83,454.52,54.74,76.73
5829,office,8,4.5,84,36,36,36,70,420,S420,Zone 4,0.68,3.57,4.02,40670.69,25.72,100.0,79.51
5830,industrial,2,5.0,24,9,22,45,45,420,S420,Zone 2,0.48,9.34,6.17,71.72,222.19,68.6,79.15
5831,industrial,4,6.0,24,9,36,50,50,275,S275,Zone 2,0.67,7.97,9.83,4495.74,64.42,100.0,83.58
5832,office,5,4.5,60,25,24,26,30,460,S460,Zone 4,0.72,3.35,5.59,30964.6,108.82,85.56,63.33
5833,residential,5,2.7,60,25,22,24,60,275,S275,Zone 3,0.31,1.95,4.41,936.77,88.58,96.2,61.82
5834,commercial,4,3.5,60,25,36,60,35,275,S275,Zone 3,0.67,4.29,6.4,83.35,37.79,100.0,58.75
5835,office,15,4.0,220,100,32,40,35,235,S235,Zone 2,1.54,2.74,5.16,484030.18,38.73,100.0,84.64
5836,office,8,4.5,84,36,30,45,50,275,S275,Zone 0,1.09,3.32,5.35,30627.91,54.5,100.0,94.81
5837,office,12,4.0,180,81,30,45,70,420,S420,Zone 0,1.14,3.45,5.33,57484.82,52.56,100.0,100.0
5838,office,4,3.5,40,16,30,36,20,235,S235,Zone 1,0.84,2.61,5.1,1419.64,44.78,100.0,78.6
5839,residential,12,3.0,144,64,60,60,35,235,S235,Zone 2,0.82,2.22,3.93,5169.14,4.9,100.0,82.14
5840,commercial,3,3.5,24,9,22,28,25,420,S420,Zone 2,0.77,4.99,5.38,1072.78,156.6,67.94,75.09
5841,residential,6,3.3,40,16,32,40,90,460,S460,Zone 1,0.73,1.83,3.85,2404.44,25.79,100.0,98.73
5842,residential,3,2.7,24,9,16,32,35,420,S420,Zone 0,0.42,2.19,4.51,112.79,244.62,58.45,94.92
5843,residential,8,3.3,84,36,36,36,50,460,S460,Zone 3,0.97,2.43,4.43,14499.95,24.51,100.0,77.74
5844,office,10,4.0,180,81,36,40,70,355,S355,Zone 0,0.7,3.2,4.68,24765.26,26.74,100.0,100.0
5845,industrial,2,4.5,24,9,24,50,20,355,S355,Zone 2,0.43,9.38,7.91,48.51,184.85,76.1,72.67
5846,commercial,5,3.5,84,36,28,36,20,275,S275,Zone 0,0.79,4.96,5.83,2190.79,81.01,96.68,87.31
5847,office,8,4.0,60,25,36,36,70,460,S460,Zone 2,0.49,3.53,4.91,20961.49,27.29,100.0,94.74
5848,industrial,1,4.5,24,9,16,36,60,460,S460,Zone 0,1.05,8.81,8.28,153.33,689.49,87.19,100.0
5849,commercial,1,4.0,24,9,10,60,25,235,S235,Zone 2,0.37,4.99,6.54,635.28,1864.64,91.24,71.09
5850,industrial,2,6.0,24,9,12,24,70,235,S235,Zone 3,0.51,8.44,7.52,1844.27,1384.53,42.99,61.72
5851,residential,5,3.3,40,16,28,45,45,235,S235,Zone 1,0.67,1.77,3.65,739.99,36.88,100.0,85.24
5852,commercial,5,3.5,84,36,40,60,50,355,S355,Zone 2,1.02,4.31,6.55,234.01,29.89,100.0,82.39
5853,commercial,4,3.5,24,9,40,45,45,420,S420,Zone 0,1.01,4.8,6.1,731.63,28.7,100.0,97.42
5854,commercial,3,4.0,24,9,20,36,35,420,S420,Zone 3,0.49,4.11,6.72,430.03,226.36,60.59,59.33
5855,residential,2,2.7,40,16,10,32,80,460,S460,Zone 1,0.64,1.81,3.98,302.99,936.31,79.97,96.05
5856,industrial,2,4.5,24,9,24,50,35,275,S275,Zone 3,0.45,8.96,9.4,41.79,194.49,80.32,56.91
5857,commercial,2,4.5,24,9,16,20,60,355,S355,Zone 1,0.76,4.85,5.92,1347.58,459.1,49.98,90.12
5858,commercial,4,4.5,40,16,30,36,50,460,S460,Zone 1,0.55,4.11,6.34,2279.38,64.48,100.0,92.41
5859,office,8,4.0,84,36,28,45,70,355,S355,Zone 0,0.95,3.77,4.05,12491.91,52.97,100.0,100.0
5860,commercial,1,3.5,24,9,18,45,20,275,S275,Zone 4,0.4,4.06,6.61,60.57,311.62,100.0,43.66
5861,commercial,6,3.5,60,25,36,45,35,235,S235,Zone 1,0.72,4.39,5.22,1991.81,31.2,100.0,84.11
5862,industrial,1,6.0,24,9,12,26,40,420,S420,Zone 0,0.4,5.3,7.11,356.75,1212.1,50.14,96.17
5863,office,10,3.5,180,81,30,32,20,355,S355,Zone 3,0.59,3.1,4.51,44244.92,42.67,100.0,73.48
5864,commercial,4,3.5,24,9,26,32,45,275,S275,Zone 4,0.83,4.25,5.24,2571.9,85.3,100.0,49.29
5865,commercial,1,3.5,24,9,24,24,70,275,S275,Zone 2,0.73,4.33,6.27,20.53,124.14,100.0,81.1
5866,office,15,3.5,220,100,60,60,40,235,S235,Zone 0,0.69,3.98,5.75,20546.17,7.2,100.0,91.25
5867,residential,5,3.0,40,16,22,40,35,275,S275,Zone 3,0.74,1.87,3.99,870.82,83.24,93.02,60.38
5868,residential,4,2.7,60,25,32,60,20,355,S355,Zone 0,0.74,1.65,4.16,33.4,27.54,100.0,89.44
5869,residential,2,2.7,24,9,12,12,70,275,S275,Zone 2,0.84,1.59,4.43,902.81,584.73,46.95,81.1
5870,office,5,4.5,40,16,32,36,90,420,S420,Zone 1,0.63,2.61,5.12,5616.05,40.66,100.0,98.4
5871,residential,4,2.7,40,16,24,45,70,355,S355,Zone 0,0.66,1.8,3.32,71.47,62.07,100.0,100.0
5872,residential,2,2.7,24,9,10,20,40,275,S275,Zone 1,0.32,1.89,4.6,341.74,1068.28,47.6,83.66
5873,office,15,4.0,220,100,36,45,45,420,S420,Zone 4,1.6,3.74,5.61,299216.14,32.53,100.0,81.94
5874,office,12,3.5,144,64,32,40,80,460,S460,Zone 2,0.86,3.95,4.67,39506.03,45.11,100.0,97.73
5875,office,5,4.0,60,25,36,40,60,355,S355,Zone 1,0.66,3.59,4.43,1729.32,26.86,100.0,92.69
5876,office,15,4.5,220,100,40,50,25,355,S355,Zone 3,1.36,2.94,4.54,371807.43,17.49,100.0,80.8
5877,commercial,3,4.5,40,16,18,60,45,460,S460,Zone 2,0.96,4.35,5.06,129.1,266.42,61.57,80.53
5878,commercial,1,4.5,24,9,18,45,25,235,S235,Zone 1,0.59,4.44,5.13,51.17,245.08,100.0,79.3
5879,residential,2,3.0,24,9,12,26,45,275,S275,Zone 2,0.5,1.56,3.89,146.33,552.4,52.44,76.02
5880,commercial,3,4.5,24,9,12,28,60,275,S275,Zone 2,0.46,4.81,6.02,1466.87,963.47,44.0,79.57
5881,office,20,4.0,220,100,50,60,80,235,S235,Zone 0,0.85,2.97,4.09,145709.32,8.6,100.0,100.0
5882,commercial,1,4.0,24,9,18,18,70,275,S275,Zone 3,0.74,4.66,6.49,64.08,316.89,61.69,62.38
5883,office,8,4.0,112,49,32,50,60,235,S235,Zone 1,1.47,2.85,5.94,11144.99,45.73,100.0,91.66
5884,residential,3,2.7,24,9,12,30,60,235,S235,Zone 3,0.72,2.07,3.27,200.26,462.68,50.08,60.16
5885,residential,4,3.3,40,16,36,40,60,235,S235,Zone 1,0.87,1.67,4.07,431.4,19.61,100.0,87.33
5886,residential,2,2.7,40,16,22,32,80,355,S355,Zone 4,0.44,2.48,4.27,16.79,102.46,100.0,51.6
5887,residential,3,3.0,24,9,12,12,20,355,S355,Zone 2,0.69,2.3,4.73,14719.8,598.31,43.94,72.67
5888,office,8,4.0,84,36,30,32,20,355,S355,Zone 2,1.07,2.51,5.69,93793.13,46.55,100.0,80.9
5889,office,8,4.5,60,25,28,45,45,355,S355,Zone 1,0.68,3.36,4.57,26690.65,62.97,100.0,91.51
5890,residential,4,2.7,24,9,36,36,90,275,S275,Zone 0,0.7,1.65,4.2,233.56,20.11,100.0,100.0
5891,residential,3,2.7,40,16,20,50,30,420,S420,Zone 4,0.84,2.29,3.56,27.34,121.78,94.42,46.84
5892,office,10,4.5,180,81,32,50,20,355,S355,Zone 3,0.56,3.04,5.14,24684.76,42.25,100.0,76.22
5893,residential,6,2.7,40,16,32,32,50,275,S275,Zone 1,0.43,1.7,3.82,1557.91,25.07,100.0,87.27
5894,commercial,5,3.5,84,36,32,50,40,235,S235,Zone 0,0.52,4.32,6.01,287.17,53.56,100.0,91.25
5895,commercial,3,3.5,24,9,16,60,50,355,S355,Zone 2,0.58,4.74,6.25,101.12,414.87,66.89,78.76
5896,office,10,3.5,144,64,45,50,45,275,S275,Zone 0,0.86,2.95,4.74,8790.2,14.11,100.0,93.56
5897,residential,4,3.0,60,25,26,50,40,355,S355,Zone 0,0.85,2.04,4.9,84.38,63.86,100.0,94.44
5898,commercial,4,4.5,24,9,36,40,80,420,S420,Zone 1,1.22,4.69,6.33,3594.75,36.29,100.0,97.21
5899,office,4,3.5,24,9,22,32,90,460,S460,Zone 0,0.96,3.21,5.53,1964.74,119.76,87.32,100.0
5900,residential,8,2.7,112,49,28,60,80,420,S420,Zone 1,0.57,2.11,3.18,225.49,40.1,100.0,98.2
5901,commercial,1,3.5,24,9,10,22,35,275,S275,Zone 2,0.36,4.06,6.17,566.77,1587.14,76.38,73.99
5902,office,5,4.5,84,36,22,30,25,355,S355,Zone 2,1.07,3.16,5.1,20505.36,120.42,74.76,79.42
5903,office,6,4.0,40,16,26,50,60,420,S420,Zone 3,1.36,3.91,5.49,5451.19,78.2,100.0,77.21
5904,residential,8,3.3,84,36,30,32,40,420,S420,Zone 2,0.87,2.31,4.54,23290.73,40.77,100.0,85.57
5905,residential,6,3.3,84,36,26,40,40,460,S460,Zone 2,0.49,1.78,3.72,1142.96,55.59,100.0,83.93
5906,residential,6,3.0,60,25,32,50,25,420,S420,Zone 2,0.96,1.8,3.0,939.58,23.34,100.0,78.84
5907,office,6,3.5,60,25,30,45,20,275,S275,Zone 1,0.91,3.95,4.75,3269.04,56.53,99.32,81.6
5908,residential,3,3.0,40,16,14,14,60,460,S460,Zone 3,0.73,1.81,4.69,3331.76,346.07,50.68,63.9
5909,residential,5,3.3,60,25,24,30,30,275,S275,Zone 0,0.36,2.18,4.12,1651.73,67.75,100.0,89.81
5910,residential,6,2.7,84,36,24,40,35,355,S355,Zone 0,0.35,2.17,3.24,334.46,62.21,100.0,93.19
5911,office,20,4.0,220,100,45,60,50,355,S355,Zone 1,0.96,3.68,5.97,222588.39,17.01,100.0,94.61
5912,residential,6,3.0,60,25,40,40,45,460,S460,Zone 0,0.82,1.81,4.11,1610.65,13.89,100.0,98.48
5913,residential,6,3.3,40,16,28,45,30,235,S235,Zone 2,0.63,2.26,3.11,1986.98,42.56,100.0,76.61
5914,office,4,3.5,24,9,40,60,60,460,S460,Zone 1,0.84,3.46,5.07,168.6,20.52,100.0,93.16
5915,commercial,4,4.5,40,16,40,40,60,275,S275,Zone 0,0.77,4.22,6.67,1693.24,28.01,100.0,97.31
5916,office,15,4.0,220,100,36,50,20,355,S355,Zone 4,1.32,3.74,4.96,206637.35,33.1,100.0,75.23
5917,office,15,3.5,220,100,45,50,25,235,S235,Zone 1,0.75,3.45,4.33,58931.93,13.02,100.0,84.62
5918,residential,5,3.0,40,16,26,50,40,235,S235,Zone 2,0.47,2.32,3.34,228.63,57.25,100.0,75.88
5919,residential,4,2.7,60,25,22,40,80,235,S235,Zone 3,0.93,2.24,4.32,107.04,100.15,100.0,62.5
5920,office,10,4.0,112,49,32,45,40,235,S235,Zone 1,0.56,2.86,5.61,24864.95,44.01,100.0,87.57
5921,residential,6,2.7,84,36,26,30,40,275,S275,Zone 2,0.48,2.2,4.17,1411.58,57.96,100.0,77.63
5922,office,15,4.5,220,100,55,60,35,460,S460,Zone 2,1.04,3.04,5.96,115101.62,7.9,100.0,90.75
5923,office,10,4.5,180,81,45,45,90,420,S420,Zone 1,1.2,3.63,5.22,39162.61,16.85,100.0,100.0
5924,office,15,4.5,220,100,36,60,50,460,S460,Zone 0,1.64,3.97,4.37,142842.82,26.64,100.0,99.73
5925,residential,2,3.0,40,16,24,50,40,355,S355,Zone 1,0.47,1.73,3.26,9.65,62.95,100.0,85.59
5926,commercial,2,3.5,24,9,10,16,40,460,S460,Zone 1,0.6,4.95,5.17,1140.42,1591.87,42.06,88.12
5927,residential,3,3.0,24,9,12,40,50,275,S275,Zone 2,0.36,1.86,4.32,191.81,613.17,55.96,77.04
5928,commercial,2,4.5,40,16,24,26,35,355,S355,Zone 1,0.95,4.07,5.83,460.58,127.49,82.66,84.45
5929,residential,5,3.3,40,16,24,40,45,235,S235,Zone 4,0.4,2.37,4.86,662.2,92.46,100.0,53.81
5930,residential,5,2.7,60,25,22,26,35,420,S420,Zone 1,0.72,2.38,3.67,1911.43,95.46,89.83,86.27
